"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"ROM206","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","0.139","0.493","0.181","0.315","0.491","0.141","0.132","0.037","0.022","0.023","0.014"
"ROM206","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","0.207","0.311","0.105","0.166","0.268","0.118","0.044","0.027","0.01","0.009","0.014"
"ROM206","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","0.231","0.474","0.286","0.498","0.777","0.178","0.173","0.054","0.027","0.03","0.013"
"YEL408","2018.0","20.0","05/15/2018 09:00:00","05/22/2018 08:00:00","0.47","0.335","0.109","0.161","0.267","0.119","0.064","0.023","0.014","0.014","0.013"
"YEL408","2016.0","23.0","05/31/2016 09:00:00","06/07/2016 08:00:00","0.52","0.289","0.096","0.174","0.267","0.117","0.11","0.015","0.017","0.019","0.015"
"YEL408","2017.0","18.0","05/02/2017 09:00:00","05/09/2017 08:00:00","1.114","0.532","0.161","0.257","0.414","0.202","0.124","0.027","0.017","0.02","0.015"
"YEL408","2014.0","22.0","05/27/2014 09:00:00","06/03/2014 08:00:00","0.816","0.584","0.259","0.213","0.469","0.169","0.238","0.065","0.037","0.033","0.018"
"YEL408","2016.0","21.0","05/17/2016 09:00:00","05/24/2016 08:00:00","0.263","0.249","0.127","0.079","0.205","0.121","0.046","0.013","0.008","0.012","0.013"
"YEL408","2016.0","20.0","05/10/2016 09:00:00","05/17/2016 08:00:00","0.719","0.378","0.094","0.134","0.226","0.165","0.085","0.015","0.013","0.021","0.017"
"YEL408","2017.0","22.0","05/30/2017 09:00:00","06/06/2017 08:00:00","0.515","0.556","0.138","0.233","0.367","0.224","0.134","0.027","0.023","0.028","0.013"
"YEL408","2015.0","19.0","05/05/2015 09:00:00","05/12/2015 08:00:00","0.749","0.58","0.08","0.144","0.222","0.218","0.044","0.012","0.01","0.015","0.016"
"YEL408","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","0.833","0.451","0.283","0.139","0.42","0.138","0.249","0.043","0.034","0.031","0.022"
"YEL408","2015.0","21.0","05/19/2015 09:00:00","05/26/2015 08:00:00","","","","","","","","","","",""
"YEL408","2018.0","18.0","05/01/2018 09:00:00","05/08/2018 08:00:00","1.169","0.363","0.161","0.226","0.383","0.146","0.096","0.012","0.015","0.016","0.014"
"YEL408","2013.0","21.0","05/21/2013 09:00:00","05/28/2013 08:00:00","0.51","0.6","0.26","0.193","0.451","0.187","0.142","0.05","0.024","0.022","0.016"
"YEL408","2013.0","22.0","05/28/2013 09:00:00","06/04/2013 08:00:00","0.487","0.303","0.065","0.112","0.175","0.104","0.044","0.011","0.008","0.011","0.013"
"YEL408","2014.0","20.0","05/13/2014 09:00:00","05/20/2014 08:00:00","0.915","0.522","0.227","0.133","0.358","0.191","0.174","0.027","0.03","0.023","0.016"
"YEL408","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","0.956","0.435","0.081","0.186","0.263","0.173","0.073","0.017","0.012","0.014","0.017"
"YEL408","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","0.397","0.377","0.071","0.163","0.231","0.165","0.053","0.016","0.011","0.019","0.012"
"YEL408","2013.0","20.0","05/14/2013 09:00:00","05/21/2013 08:00:00","0.276","0.332","0.146","0.112","0.256","0.115","0.082","0.02","0.015","0.018","0.013"
"YEL408","2014.0","21.0","05/20/2014 09:00:00","05/27/2014 08:00:00","0.914","0.601","0.236","0.23","0.462","0.167","0.228","0.044","0.037","0.031","0.016"
"YEL408","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","0.809","0.442","0.113","0.097","0.208","0.19","0.189","0.013","0.024","0.03","0.013"
"YEL408","2013.0","19.0","05/07/2013 09:00:00","05/14/2013 08:00:00","0.877","0.878","0.207","0.251","0.453","0.339","0.208","0.032","0.037","0.032","0.013"
"YEL408","2016.0","19.0","05/03/2016 09:00:00","05/10/2016 08:00:00","0.915","0.445","0.144","0.171","0.312","0.188","0.136","0.02","0.019","0.026","0.009"
"YEL408","2018.0","19.0","05/08/2018 09:00:00","05/15/2018 08:00:00","0.466","0.243","0.111","0.133","0.241","0.107","0.076","0.017","0.013","0.016","0.013"
"YEL408","2014.0","19.0","05/06/2014 09:00:00","05/13/2014 08:00:00","0.802","0.318","0.107","0.076","0.181","0.117","0.071","0.009","0.011","0.009","0.013"
"YEL408","2015.0","20.0","05/12/2015 09:00:00","05/19/2015 08:00:00","0.353","0.421","0.205","0.075","0.278","0.114","0.159","0.098","0.024","0.037","0.074"
"YEL408","2018.0","21.0","05/22/2018 09:00:00","05/29/2018 08:00:00","0.513","0.319","0.117","0.181","0.295","0.109","0.08","0.024","0.015","0.019","0.013"
"GRS420","2017.0","22.0","05/30/2017 09:00:00","06/06/2017 08:00:00","0.382","1.108","0.197","0.795","0.979","0.305","0.217","0.02","0.032","0.055","0.018"
"GRS420","2015.0","21.0","05/19/2015 09:00:00","05/26/2015 08:00:00","0.166","1.495","0.271","0.994","1.249","0.366","0.151","0.225","0.049","0.062","0.083"
"GRS420","2018.0","20.0","05/15/2018 09:00:00","05/22/2018 08:00:00","0.116","0.859","0.124","0.467","0.583","0.32","0.077","0.108","0.029","0.082","0.05"
"GRS420","2018.0","21.0","05/22/2018 09:00:00","05/29/2018 08:00:00","0.107","0.573","0.055","0.41","0.458","0.148","0.049","0.054","0.016","0.042","0.016"
"GRS420","2016.0","19.0","05/03/2016 09:00:00","05/10/2016 08:00:00","0.597","1.372","0.237","0.956","1.177","0.485","0.262","0.038","0.05","0.058","0.016"
"GRS420","2013.0","22.0","05/28/2013 09:00:00","06/04/2013 08:00:00","0.305","1.967","0.315","0.664","0.968","0.333","0.104","0.406","0.064","0.099","0.016"
"GRS420","2014.0","19.0","05/06/2014 09:00:00","05/13/2014 08:00:00","0.598","1.795","0.296","1.0","1.281","0.277","0.253","0.296","0.067","0.101","0.031"
"GRS420","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","0.384","1.595","0.167","1.053","1.203","0.49","0.183","0.093","0.039","0.078","0.015"
"GRS420","2016.0","20.0","05/10/2016 09:00:00","05/17/2016 08:00:00","0.356","1.853","0.287","0.911","1.183","0.447","0.202","0.201","0.049","0.083","0.015"
"GRS420","2015.0","22.0","05/26/2015 09:00:00","06/02/2015 08:00:00","0.168","1.01","0.191","0.599","0.78","0.177","0.074","0.227","0.039","0.058","0.017"
"GRS420","2013.0","20.0","05/14/2013 09:00:00","05/21/2013 08:00:00","0.501","2.209","0.147","1.09","1.219","0.532","0.233","0.145","0.049","0.089","0.016"
"GRS420","2013.0","21.0","05/21/2013 09:00:00","05/28/2013 08:00:00","0.511","1.575","0.089","0.94","1.014","0.478","0.139","0.087","0.028","0.068","0.015"
"GRS420","2014.0","21.0","05/20/2014 09:00:00","05/27/2014 08:00:00","0.833","2.619","0.6","1.187","1.768","0.683","0.357","0.259","0.075","0.085","0.015"
"GRS420","2014.0","22.0","05/27/2014 09:00:00","06/03/2014 08:00:00","0.293","2.356","0.296","0.938","1.219","0.723","0.176","0.177","0.048","0.088","0.029"
"GRS420","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","0.253","1.233","0.572","0.666","1.227","0.43","0.153","0.288","0.057","0.076","0.054"
"GRS420","2014.0","20.0","05/13/2014 09:00:00","05/20/2014 08:00:00","0.225","1.507","0.137","0.683","0.809","0.355","0.154","0.121","0.038","0.064","0.016"
"GRS420","2015.0","19.0","05/05/2015 09:00:00","05/12/2015 08:00:00","0.433","2.321","0.411","1.254","1.645","0.83","0.257","0.14","0.06","0.102","0.015"
"GRS420","2016.0","23.0","05/31/2016 09:00:00","06/07/2016 08:00:00","0.303","1.267","0.077","0.773","0.838","0.382","0.112","0.052","0.025","0.061","0.015"
"GRS420","2018.0","22.0","05/29/2018 09:00:00","06/05/2018 08:00:00","","","","","","","","","","",""
"GRS420","2017.0","18.0","05/02/2017 09:00:00","05/09/2017 08:00:00","0.486","0.757","0.13","0.72","0.839","0.239","0.168","0.024","0.027","0.049","0.016"
"GRS420","2018.0","18.0","05/01/2018 09:00:00","05/08/2018 08:00:00","","","","","","","","","","",""
"GRS420","2013.0","19.0","05/07/2013 09:00:00","05/14/2013 08:00:00","0.854","2.358","0.163","1.171","1.315","0.766","0.18","0.052","0.038","0.067","0.016"
"GRS420","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","0.249","0.895","0.1","0.606","0.696","0.239","0.098","0.057","0.019","0.048","0.016"
"GRS420","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","0.57","1.607","0.135","1.232","1.347","0.447","0.301","0.049","0.052","0.069","0.015"
"GRS420","2016.0","21.0","05/17/2016 09:00:00","05/24/2016 08:00:00","0.4","1.18","0.123","0.799","0.91","0.425","0.144","0.022","0.029","0.048","0.016"
"GRS420","2015.0","20.0","05/12/2015 09:00:00","05/19/2015 08:00:00","0.35","1.931","0.609","0.756","1.353","0.494","0.216","0.306","0.069","0.09","0.08"
"GRS420","2018.0","19.0","05/08/2018 09:00:00","05/15/2018 08:00:00","0.351","1.537","0.43","1.096","1.508","0.739","0.327","0.085","0.061","0.133","0.015"
"GRC474","2016.0","19.0","05/03/2016 09:00:00","05/10/2016 08:00:00","0.288","0.518","0.35","0.267","0.613","0.137","0.282","0.135","0.037","0.033","0.075"
"GRC474","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","0.275","0.653","0.416","0.35","0.76","0.217","0.251","0.207","0.052","0.043","0.178"
"GRC474","2014.0","20.0","05/13/2014 09:00:00","05/20/2014 08:00:00","0.244","0.684","0.303","0.517","0.811","0.24","0.358","0.096","0.056","0.058","0.056"
"GRC474","2016.0","21.0","05/17/2016 09:00:00","05/24/2016 08:00:00","0.18","0.484","0.379","0.233","0.608","0.194","0.348","0.154","0.045","0.031","0.131"
"GRC474","2018.0","20.0","05/15/2018 09:00:00","05/22/2018 08:00:00","0.211","0.531","0.397","0.434","0.825","0.179","0.262","0.138","0.047","0.038","0.083"
"GRC474","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","0.185","0.579","0.362","0.347","0.703","0.221","0.273","0.113","0.043","0.035","0.043"
"GRC474","2015.0","22.0","05/26/2015 09:00:00","06/02/2015 08:00:00","0.269","0.64","0.319","0.485","0.796","0.231","0.18","0.11","0.033","0.028","0.026"
"GRC474","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","0.212","0.367","0.249","0.24","0.485","0.134","0.124","0.089","0.026","0.019","0.028"
"GRC474","2015.0","20.0","05/12/2015 09:00:00","05/19/2015 08:00:00","0.203","0.624","0.491","0.213","0.701","0.198","0.183","0.142","0.039","0.028","0.048"
"GRC474","2018.0","18.0","05/01/2018 09:00:00","05/08/2018 08:00:00","0.164","0.445","0.257","0.382","0.632","0.172","0.184","0.072","0.029","0.024","0.02"
"GRC474","2017.0","22.0","05/30/2017 09:00:00","06/06/2017 08:00:00","0.307","1.163","0.449","0.573","1.014","0.424","0.272","0.176","0.05","0.053","0.061"
"GRC474","2015.0","19.0","05/05/2015 09:00:00","05/12/2015 08:00:00","0.188","0.621","0.467","0.255","0.718","0.163","0.151","0.216","0.041","0.03","0.068"
"GRC474","2016.0","20.0","05/10/2016 09:00:00","05/17/2016 08:00:00","0.249","0.568","0.27","0.411","0.674","0.206","0.198","0.088","0.028","0.028","0.019"
"GRC474","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","0.221","0.479","0.231","0.424","0.648","0.179","0.23","0.117","0.041","0.033","0.105"
"GRC474","2016.0","23.0","05/31/2016 09:00:00","06/07/2016 08:00:00","0.156","0.456","0.154","0.419","0.567","0.171","0.237","0.035","0.038","0.034","0.013"
"GRC474","2013.0","20.0","05/14/2013 09:00:00","05/21/2013 08:00:00","0.255","1.007","0.339","0.435","0.767","0.363","0.251","0.119","0.048","0.046","0.032"
"GRC474","2014.0","22.0","05/27/2014 09:00:00","06/03/2014 08:00:00","0.214","0.691","0.3","0.519","0.811","0.246","0.26","0.088","0.04","0.036","0.03"
"GRC474","2018.0","21.0","05/22/2018 09:00:00","05/29/2018 08:00:00","0.103","0.432","0.32","0.305","0.62","0.15","0.212","0.094","0.036","0.028","0.047"
"GRC474","2018.0","22.0","05/29/2018 09:00:00","06/05/2018 08:00:00","","","","","","","","","","",""
"GRC474","2013.0","19.0","05/07/2013 09:00:00","05/14/2013 08:00:00","0.175","0.694","0.219","0.428","0.64","0.247","0.166","0.054","0.028","0.021","0.013"
"GRC474","2014.0","19.0","05/06/2014 09:00:00","05/13/2014 08:00:00","0.215","0.742","0.647","0.195","0.839","0.211","0.589","0.241","0.086","0.049","0.162"
"GRC474","2015.0","21.0","05/19/2015 09:00:00","05/26/2015 08:00:00","0.313","0.663","0.48","0.262","0.738","0.207","0.186","0.132","0.035","0.027","0.041"
"GRC474","2017.0","18.0","05/02/2017 09:00:00","05/09/2017 08:00:00","0.272","0.677","0.371","0.284","0.65","0.077","0.371","0.18","0.062","0.049","0.154"
"GRC474","2013.0","21.0","05/21/2013 09:00:00","05/28/2013 08:00:00","0.342","1.122","0.472","0.353","0.819","0.349","0.247","0.287","0.062","0.059","0.232"
"GRC474","2014.0","21.0","05/20/2014 09:00:00","05/27/2014 08:00:00","0.187","0.655","0.363","0.351","0.708","0.241","0.333","0.098","0.051","0.037","0.033"
"GRC474","2018.0","19.0","05/08/2018 09:00:00","05/15/2018 08:00:00","0.224","0.573","0.491","0.297","0.784","0.175","0.378","0.288","0.07","0.048","0.293"
"GRC474","2013.0","22.0","05/28/2013 09:00:00","06/04/2013 08:00:00","0.263","0.725","0.394","0.408","0.796","0.258","0.284","0.144","0.053","0.048","0.066"
"YOS404","2014.0","19.0","05/06/2014 09:00:00","05/13/2014 08:00:00","0.32","0.598","0.492","0.263","0.75","0.203","0.177","0.15","0.041","0.037","0.027"
"YOS404","2013.0","22.0","05/28/2013 09:00:00","06/04/2013 08:00:00","0.909","1.17","0.455","0.658","1.103","0.4","0.148","0.168","0.042","0.06","0.015"
"YOS404","2013.0","21.0","05/21/2013 09:00:00","05/28/2013 08:00:00","0.447","0.775","0.491","0.356","0.841","0.101","0.095","0.29","0.049","0.042","0.03"
"YOS404","2018.0","22.0","05/29/2018 09:00:00","06/05/2018 08:00:00","","","","","","","","","","",""
"YOS404","2018.0","21.0","05/22/2018 09:00:00","05/29/2018 08:00:00","0.337","0.994","0.112","0.85","0.948","0.244","0.094","0.121","0.031","0.048","0.015"
"YOS404","2018.0","18.0","05/01/2018 09:00:00","05/08/2018 08:00:00","0.609","1.003","0.542","0.591","1.124","0.367","0.12","0.191","0.041","0.047","0.014"
"YOS404","2015.0","19.0","05/05/2015 09:00:00","05/12/2015 08:00:00","0.536","1.103","0.976","0.617","1.583","0.33","0.131","0.351","0.058","0.058","0.02"
"YOS404","2017.0","18.0","05/02/2017 09:00:00","05/09/2017 08:00:00","0.725","0.971","0.267","0.569","0.826","0.255","0.147","0.092","0.035","0.056","0.019"
"YOS404","2014.0","21.0","05/20/2014 09:00:00","05/27/2014 08:00:00","0.33","0.658","0.333","0.419","0.745","0.234","0.098","0.113","0.029","0.027","0.029"
"YOS404","2017.0","22.0","05/30/2017 09:00:00","06/06/2017 08:00:00","0.727","0.952","0.332","0.569","0.892","0.368","0.11","0.147","0.034","0.049","0.033"
"YOS404","2013.0","19.0","05/07/2013 09:00:00","05/14/2013 08:00:00","0.332","0.941","0.26","0.492","0.745","0.322","0.092","0.123","0.03","0.04","0.016"
"YOS404","2016.0","20.0","05/10/2016 09:00:00","05/17/2016 08:00:00","0.66","1.034","0.311","0.64","0.941","0.37","0.104","0.127","0.029","0.042","0.014"
"YOS404","2016.0","21.0","05/17/2016 09:00:00","05/24/2016 08:00:00","0.421","0.569","0.588","0.233","0.817","0.213","0.103","0.26","0.045","0.073","0.2"
"YOS404","2015.0","22.0","05/26/2015 09:00:00","06/02/2015 08:00:00","1.12","0.425","0.166","0.438","0.597","0.163","0.059","0.041","0.014","0.023","0.015"
"YOS404","2016.0","23.0","05/31/2016 09:00:00","06/07/2016 08:00:00","0.944","0.939","0.246","0.698","0.933","0.36","0.179","0.088","0.041","0.061","0.014"
"YOS404","2016.0","19.0","05/03/2016 09:00:00","05/10/2016 08:00:00","0.224","0.653","0.131","0.524","0.647","0.182","0.061","0.057","0.018","0.029","0.015"
"YOS404","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","0.455","0.912","0.346","0.404","0.744","0.343","0.101","0.161","0.037","0.045","0.021"
"YOS404","2018.0","19.0","05/08/2018 09:00:00","05/15/2018 08:00:00","0.52","0.601","0.459","0.315","0.769","0.215","0.121","0.159","0.037","0.045","0.024"
"YOS404","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","0.671","1.167","0.352","0.774","1.114","0.403","0.166","0.155","0.046","0.074","0.016"
"YOS404","2018.0","20.0","05/15/2018 09:00:00","05/22/2018 08:00:00","0.382","0.972","0.433","0.523","0.948","0.306","0.097","0.183","0.037","0.05","0.036"
"YOS404","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","0.538","1.015","0.792","0.454","1.239","0.254","0.148","0.318","0.065","0.074","0.034"
"YOS404","2013.0","20.0","05/14/2013 09:00:00","05/21/2013 08:00:00","0.508","0.99","0.26","0.49","0.742","0.316","0.087","0.124","0.031","0.042","0.014"
"YOS404","2014.0","22.0","05/27/2014 09:00:00","06/03/2014 08:00:00","0.853","0.984","0.578","0.639","1.207","0.388","0.217","0.176","0.059","0.083","0.059"
"YOS404","2014.0","20.0","05/13/2014 09:00:00","05/20/2014 08:00:00","0.449","0.727","0.331","0.405","0.73","0.149","0.218","0.085","0.048","0.045",""
"YOS404","2015.0","20.0","05/12/2015 09:00:00","05/19/2015 08:00:00","0.332","1.171","0.818","0.436","1.247","0.385","0.112","0.234","0.044","0.043","0.017"
"YOS404","2015.0","21.0","05/19/2015 09:00:00","05/26/2015 08:00:00","0.448","1.483","0.582","0.872","1.439","0.521","0.099","0.158","0.036","0.057","0.014"
"YOS404","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","0.607","0.564","0.227","0.433","0.654","0.238","0.094","0.074","0.024","0.044","0.013"
"ROM406","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.293","0.534","0.27","0.612","0.872","0.219","0.234","0.047","0.029","0.054","0.012"
"ROM406","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.169","0.588","0.328","0.75","1.066","0.247","0.207","0.036","0.026","0.043","0.017"
"ROM406","2013.0","24.0","06/11/2013 09:00:00","06/18/2013 08:00:00","0.343","0.833","0.513","0.598","1.101","0.317","0.39","0.075","0.05","0.064","0.012"
"ROM406","2013.0","25.0","06/18/2013 09:00:00","06/25/2013 08:00:00","0.336","0.653","0.398","0.592","0.98","0.264","0.333","0.102","0.044","0.067","0.035"
"ROM406","2014.0","23.0","06/03/2014 09:00:00","06/10/2014 08:00:00","0.196","0.656","0.261","0.658","0.908","0.159","0.233","0.046","0.034","0.035","0.013"
"ROM406","2014.0","24.0","06/10/2014 09:00:00","06/17/2014 08:00:00","0.161","0.703","0.304","0.474","0.77","0.238","0.373","0.076","0.043","0.044","0.027"
"ROM406","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.086","0.57","0.304","0.392","0.69","0.282","0.065","0.014","0.01","0.022","0.013"
"ROM406","2014.0","26.0","06/24/2014 09:00:00","07/01/2014 08:00:00","0.192","0.5","0.229","0.505","0.725","0.208","0.201","0.053","0.03","0.043","0.013"
"ROM406","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.27","0.451","0.143","0.423","0.56","0.198","0.113","0.029","0.017","0.044","0.012"
"ROM406","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","0.366","0.551","0.274","0.439","0.707","0.247","0.209","0.049","0.031","0.075","0.012"
"ROM406","2013.0","23.0","06/04/2013 09:00:00","06/11/2013 08:00:00","0.214","0.476","0.123","0.612","0.725","0.187","0.148","0.022","0.019","0.023","0.013"
"ROM406","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.328","0.619","0.18","0.646","0.816","0.262","0.185","0.041","0.031","0.058","0.012"
"ROM406","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.173","0.763","0.299","0.482","0.773","0.308","0.279","0.048","0.037","0.067","0.013"
"ROM406","2013.0","26.0","06/25/2013 09:00:00","07/02/2013 08:00:00","0.206","0.522","0.457","0.355","0.807","0.205","0.244","0.069","0.038","0.049","0.012"
"ROM406","2014.0","25.0","06/17/2014 09:00:00","06/24/2014 08:00:00","0.184","0.524","0.4","0.309","0.704","0.228","0.375","0.04","0.039","0.044","0.013"
"ROM406","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.152","0.451","0.167","0.409","0.569","0.2","0.189","0.037","0.028","0.054","0.011"
"ROM406","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","0.18","0.43","0.098","0.367","0.46","0.197","0.058","0.012","0.01","0.036","0.012"
"ROM406","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.237","0.633","0.244","0.627","0.861","0.274","0.213","0.049","0.029","0.044","0.012"
"ROM406","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.174","0.45","0.143","0.4","0.537","0.17","0.126","0.035","0.018","0.028","0.012"
"ROM406","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.156","0.709","0.142","0.479","0.614","0.275","0.111","0.019","0.016","0.023","0.013"
"ROM406","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.138","0.304","0.227","0.303","0.525","0.112","0.21","0.022","0.031","0.043","0.013"
"ROM206","2014.0","24.0","06/10/2014 09:00:00","06/17/2014 08:00:00","0.175","0.687","0.302","0.496","0.79","0.234","0.335","0.071","0.039","0.038","0.018"
"ROM206","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.222","0.485","0.138","0.443","0.574","0.2","0.118","0.035","0.018","0.048","0.012"
"ROM206","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.151","0.695","0.14","0.51","0.642","0.273","0.118","0.02","0.017","0.025","0.013"
"ROM206","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.169","0.601","0.338","0.75","1.075","0.246","0.218","0.033","0.028","0.05","0.013"
"ROM206","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.14","0.312","0.189","0.319","0.503","0.117","0.212","0.023","0.028","0.036","0.012"
"ROM206","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","0.203","0.43","0.103","0.395","0.492","0.185","0.059","0.012","0.01","0.033","0.013"
"ROM206","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.199","0.45","0.143","0.397","0.533","0.176","0.131","0.036","0.019","0.028","0.013"
"ROM206","2013.0","24.0","06/11/2013 09:00:00","06/18/2013 08:00:00","0.323","0.829","0.462","0.602","1.054","0.303","0.388","0.073","0.048","0.061","0.013"
"ROM206","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.073","0.542","0.173","0.511","0.676","0.24","0.062","0.014","0.01","0.022","0.013"
"ROM206","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.231","0.591","0.231","0.63","0.851","0.245","0.207","0.046","0.029","0.05","0.012"
"ROM206","2014.0","26.0","06/24/2014 09:00:00","07/01/2014 08:00:00","0.21","0.504","0.275","0.475","0.743","0.219","0.212","0.051","0.031","0.047","0.012"
"ROM206","2013.0","25.0","06/18/2013 09:00:00","06/25/2013 08:00:00","0.323","0.627","0.383","0.51","0.885","0.243","0.339","0.102","0.046","0.072","0.034"
"ROM206","2013.0","23.0","06/04/2013 09:00:00","06/11/2013 08:00:00","0.209","0.451","0.131","0.495","0.619","0.18","0.136","0.022","0.019","0.023","0.013"
"ROM206","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.17","0.467","0.171","0.425","0.589","0.201","0.191","0.037","0.027","0.05","0.012"
"ROM206","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.195","0.724","0.294","0.47","0.756","0.297","0.289","0.047","0.038","0.045","0.012"
"ROM206","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","0.35","0.574","0.255","0.527","0.774","0.25","0.212","0.05","0.029","0.065","0.013"
"ROM206","2014.0","25.0","06/17/2014 09:00:00","06/24/2014 08:00:00","0.18","0.509","0.404","0.318","0.717","0.214","0.369","0.038","0.038","0.048","0.011"
"ROM206","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.349","0.586","0.172","0.665","0.827","0.249","0.171","0.034","0.025","0.044","0.012"
"ROM206","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.279","0.555","0.251","0.627","0.867","0.208","0.232","0.048","0.029","0.052","0.012"
"ROM206","2014.0","23.0","06/03/2014 09:00:00","06/10/2014 08:00:00","0.204","0.652","0.239","0.71","0.938","0.156","0.231","0.045","0.034","0.035","0.013"
"ROM206","2013.0","26.0","06/25/2013 09:00:00","07/02/2013 08:00:00","0.219","0.522","0.394","0.414","0.802","0.207","0.247","0.071","0.04","0.055","0.014"
"YEL408","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.638","0.241","0.07","0.159","0.227","0.11","0.09","0.011","0.014","0.027","0.013"
"YEL408","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.827","0.261","0.048","0.243","0.288","0.135","0.085","0.016","0.014","0.029","0.013"
"YEL408","2014.0","25.0","06/17/2014 09:00:00","06/24/2014 08:00:00","0.521","0.333","0.065","0.219","0.28","0.113","0.069","0.027","0.014","0.021","0.011"
"YEL408","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.325","0.447","0.147","0.167","0.311","0.153","0.146","0.042","0.024","0.028","0.016"
"YEL408","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.85","0.264","0.087","0.179","0.263","0.125","0.087","0.022","0.015","0.039","0.013"
"YEL408","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.422","0.352","0.149","0.213","0.358","0.162","0.125","0.055","0.023","0.043","0.014"
"YEL408","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","0.687","0.412","0.062","0.284","0.341","0.186","0.107","0.022","0.018","0.053","0.015"
"YEL408","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.341","0.382","0.172","0.175","0.344","0.143","0.169","0.067","0.027","0.035","0.023"
"YEL408","2014.0","23.0","06/03/2014 09:00:00","06/10/2014 08:00:00","1.365","0.525","0.129","0.147","0.274","0.195","0.119","0.025","0.02","0.022","0.012"
"YEL408","2013.0","26.0","06/25/2013 09:00:00","07/02/2013 08:00:00","0.594","0.256","0.08","0.168","0.246","0.111","0.103","0.028","0.02","0.033","0.013"
"YEL408","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.181","0.214","0.057","0.163","0.218","0.095","0.048","0.008","0.008","0.016","0.013"
"YEL408","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.586","0.71","0.112","0.25","0.359","0.268","0.109","0.035","0.019","0.03","0.017"
