"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"ROM206","2015.0","42.0","10/13/2015 09:00:00","10/20/2015 08:00:00","0.384","0.359","0.176","0.387","0.558","0.15","0.138","0.018","0.015","0.018","0.013"
"ROM206","2013.0","43.0","10/22/2013 09:00:00","10/29/2013 08:00:00","","","","","","","","","","",""
"ROM206","2013.0","44.0","10/29/2013 09:00:00","11/05/2013 08:00:00","0.204","0.369","0.163","0.199","0.358","0.179","0.051","0.018","0.006","0.01","0.013"
"ROM206","2014.0","43.0","10/21/2014 09:00:00","10/28/2014 08:00:00","0.089","0.338","0.072","0.181","0.25","0.135","0.071","0.018","0.009","0.011","0.012"
"ROM206","2016.0","44.0","10/25/2016 09:00:00","11/01/2016 08:00:00","0.246","0.462","0.098","0.205","0.3","0.187","0.075","0.015","0.008","0.013","0.012"
"ROM206","2015.0","43.0","10/20/2015 09:00:00","10/27/2015 08:00:00","0.238","0.236","0.043","0.165","0.205","0.1","0.026","0.006","0.004","0.008","0.013"
"ROM206","2015.0","44.0","10/27/2015 09:00:00","11/03/2015 08:00:00","0.278","0.222","0.058","0.221","0.275","0.09","0.035","0.013","0.005","0.008","0.014"
"YEL408","2013.0","42.0","10/15/2013 09:00:00","10/22/2013 08:00:00","0.354","0.657","0.174","0.241","0.41","0.308","0.067","0.006","0.008","0.02","0.032"
"YEL408","2015.0","43.0","10/20/2015 09:00:00","10/27/2015 08:00:00","0.488","0.272","0.09","0.137","0.225","0.114","0.053","0.011","0.008","0.013","0.015"
"YEL408","2014.0","44.0","10/28/2014 09:00:00","11/04/2014 08:00:00","0.402","0.264","0.142","0.102","0.242","0.106","0.107","0.022","0.014","0.014","0.014"
"YEL408","2014.0","42.0","10/14/2014 09:00:00","10/21/2014 08:00:00","0.703","0.482","0.267","0.09","0.355","0.158","0.209","0.107","0.025","0.026","0.051"
"YEL408","2014.0","41.0","10/07/2014 09:00:00","10/14/2014 08:00:00","0.503","0.291","0.145","0.113","0.256","0.135","0.109","0.025","0.016","0.022","0.014"
"YEL408","2015.0","41.0","10/06/2015 09:00:00","10/13/2015 08:00:00","","","","","","","","","","",""
"YEL408","2016.0","41.0","10/04/2016 09:00:00","10/11/2016 08:00:00","0.201","0.213","0.104","0.116","0.218","0.095","0.063","0.055","0.01","0.019","0.013"
"YEL408","2016.0","44.0","10/25/2016 09:00:00","11/01/2016 08:00:00","0.177","0.335","0.086","0.085","0.169","0.139","0.035","0.018","0.006","0.012","0.014"
"YEL408","2015.0","42.0","10/13/2015 09:00:00","10/20/2015 08:00:00","0.825","0.248","0.087","0.117","0.203","0.076","0.093","0.011","0.012","0.019","0.012"
"YEL408","2013.0","40.0","10/01/2013 09:00:00","10/08/2013 08:00:00","0.214","0.346","0.134","0.075","0.208","0.114","0.105","0.034","0.02","0.022","0.01"
"YEL408","2013.0","44.0","10/29/2013 09:00:00","11/05/2013 08:00:00","0.126","0.276","0.162","0.102","0.262","0.151","0.029","0.011","0.005","0.01","0.014"
"YEL408","2013.0","41.0","10/08/2013 09:00:00","10/15/2013 08:00:00","0.557","0.787","0.157","0.09","0.246","0.307","0.099","0.018","0.012","0.021","0.013"
"YEL408","2017.0","40.0","10/03/2017 09:00:00","10/10/2017 08:00:00","0.287","0.205","0.084","0.099","0.181","0.107","0.068","0.03","0.01","0.017","0.014"
"YEL408","2015.0","44.0","10/27/2015 09:00:00","11/03/2015 08:00:00","0.123","0.161","0.103","0.067","0.169","0.058","0.039","0.026","0.008","0.009","0.012"
"YEL408","2017.0","41.0","10/10/2017 09:00:00","10/17/2017 08:00:00","0.279","0.226","0.207","0.16","0.365","0.12","0.156","0.037","0.02","0.041","0.014"
"YEL408","2017.0","43.0","10/24/2017 09:00:00","10/31/2017 08:00:00","0.66","0.149","0.072","0.098","0.168","0.077","0.046","0.01","0.006","0.011","0.014"
"YEL408","2016.0","42.0","10/11/2016 09:00:00","10/18/2016 08:00:00","0.263","0.197","0.111","0.074","0.183","0.08","0.083","0.027","0.012","0.019","0.015"
"YEL408","2013.0","43.0","10/22/2013 09:00:00","10/29/2013 08:00:00","0.824","0.419","0.149","0.153","0.299","0.194","0.087","0.008","0.009","0.024","0.013"
"YEL408","2014.0","43.0","10/21/2014 09:00:00","10/28/2014 08:00:00","0.202","0.216","0.147","0.132","0.276","0.089","0.166","0.04","0.018","0.02","0.018"
"YEL408","2017.0","44.0","10/31/2017 09:00:00","11/07/2017 08:00:00","","","","","","","","","","",""
"YEL408","2016.0","43.0","10/18/2016 09:00:00","10/25/2016 08:00:00","0.281","0.311","0.094","0.123","0.215","0.131","0.065","0.013","0.007","0.013","0.014"
"YEL408","2017.0","42.0","10/17/2017 09:00:00","10/24/2017 08:00:00","0.189","0.219","0.111","0.126","0.235","0.092","0.101","0.029","0.015","0.02","0.019"
"GRS420","2017.0","40.0","10/03/2017 09:00:00","10/10/2017 08:00:00","0.214","0.616","0.53","0.56","1.08","0.061","0.18","0.28","0.067","0.049","0.083"
"GRS420","2015.0","42.0","10/13/2015 09:00:00","10/20/2015 08:00:00","","","","","","","","","","",""
"GRS420","2013.0","40.0","10/01/2013 09:00:00","10/08/2013 08:00:00","0.371","1.843","0.179","1.049","1.212","0.575","0.104","0.1","0.024","0.051","0.015"
"GRS420","2017.0","44.0","10/31/2017 09:00:00","11/07/2017 08:00:00","0.274","1.264","0.286","0.79","1.063","0.353","0.176","0.148","0.03","0.075","0.024"
"GRS420","2015.0","43.0","10/20/2015 09:00:00","10/27/2015 08:00:00","0.308","0.778","0.74","1.23","1.951","0.243","0.165","0.165","0.052","0.069","0.016"
"GRS420","2016.0","43.0","10/18/2016 09:00:00","10/25/2016 08:00:00","0.692","0.909","0.592","0.742","1.322","0.205","0.33","0.262","0.07","0.057","0.018"
"GRS420","2014.0","42.0","10/14/2014 09:00:00","10/21/2014 08:00:00","0.573","0.943","0.317","0.387","0.698","0.332","0.209","0.017","0.024","0.044","0.016"
"GRS420","2015.0","44.0","10/27/2015 09:00:00","11/03/2015 08:00:00","0.277","0.565","0.115","0.523","0.629","0.139","0.089","0.02","0.012","0.036","0.016"
"GRS420","2013.0","43.0","10/22/2013 09:00:00","10/29/2013 08:00:00","0.783","1.92","0.526","0.95","1.461","0.67","0.231","0.021","0.029","0.05","0.016"
"GRS420","2016.0","44.0","10/25/2016 09:00:00","11/01/2016 08:00:00","0.818","1.73","0.667","1.184","1.832","0.591","0.365","0.237","0.066","0.076","0.016"
